id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
533659,Best View in Downtown 5 Star Luxury 1+1 w/office,1019968,Roman,,Waterfront Communities-The Island,43.63953,-79.38257,Entire home/apt,324,10,188,2024-08-21,1.27,1,142,13,STR-2011-FLKRVB
537679,NIce room with private bathroom,2586974,Yin,,Mimico (includes Humber Bay Shores),43.62452,-79.48793,Private room,,28,0,,,1,0,0,
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,,28,10,2015-08-16,0.07,1,0,0,
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,,28,2,2013-08-05,0.01,1,0,0,
560148,"Cozy room, King Bed, Great Location",1027776,Willy,,Mount Pleasant West,43.69821,-79.39164,Private room,65,30,39,2019-09-15,0.27,2,365,0,
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68519,-79.29338,Entire home/apt,149,28,29,2021-10-09,0.20,18,248,0,
573892,Downtown Toronto Furnished Suite,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,119,28,87,2024-08-31,0.59,4,338,4,
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66114,-79.34742,Entire home/apt,,28,7,2015-10-06,0.05,1,0,0,
602407,Large bedroom with private bathroom and shower,2980659,Nanou,,Woodbine Corridor,43.67774,-79.31352,Private room,84,28,39,2019-08-10,0.27,1,364,0,
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65971,-79.41234,Entire home/apt,,28,0,,,1,0,0,STR-2210-HXWDVL
620965,Private Room in Artist Home by Transit,897683,Hajnal,,Birchcliffe-Cliffside,43.70396,-79.24856,Private room,45,28,30,2023-10-04,0.21,2,77,1,STR-2010-GCSXPF
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,,28,0,,,1,0,0,
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63907,-79.44036,Entire home/apt,,28,9,2016-09-26,0.08,1,0,0,
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,150,30,61,2021-05-23,0.50,1,358,0,
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63589,-79.42796,Entire home/apt,,28,3,2017-05-20,0.03,1,0,0,
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66308,-79.47795,Entire home/apt,120,28,4,2016-04-27,0.03,1,174,0,
654048,Large 4 Bedroom House in Toronto Private Clean,3289972,Minoo,,Morningside,43.7837,-79.20675,Entire home/apt,190,28,20,2024-07-27,0.14,1,363,2,
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,,28,27,2018-08-10,0.18,1,0,0,
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,,East End-Danforth,43.68614,-79.29126,Entire home/apt,83,28,47,2023-09-07,0.34,18,257,1,
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,Cabbagetown-South St.James Town,43.66667,-79.37502,Entire home/apt,,28,0,,,1,0,0,
670171,Refreshing High Park Apt - close to Lake / Nature,3395349,Suzanna,,High Park North,43.65627,-79.45863,Entire home/apt,95,28,0,,,1,341,0,
701230,Authentic Bright Artist's Loft,3587917,Darby,,High Park North,43.65873,-79.45336,Entire home/apt,,28,14,2018-07-31,0.10,1,0,0,
702286,Beautiful Garden Apt With Porches,3604846,Wies,,High Park-Swansea,43.65374,-79.45359,Entire home/apt,150,28,18,2022-08-06,0.12,4,365,0,
703124,Beautiful large 3 bdrm in High Park Roncesvalles,3604846,Wies,,High Park-Swansea,43.65329,-79.45257,Entire home/apt,200,30,24,2023-09-10,0.19,4,248,1,
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,,High Park-Swansea,43.65563,-79.45259,Entire home/apt,180,31,4,2019-04-20,0.03,4,247,0,
728817,Bright Victorian Home in Roncesvalles Village,3783106,Jeremy,,Roncesvalles,43.64147151118414,-79.44633446306561,Entire home/apt,500,5,14,2023-07-25,0.10,1,248,0,STR-2012-HGVHHJ
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,116,3,126,2024-08-26,0.93,3,187,22,STR-2010-HLLXPK
762143,Hidden lakeview oasis downtown,4017316,Patricia,,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,145,180,5,2017-06-03,0.04,1,364,0,
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Moss Park,43.65036,-79.36823,Entire home/apt,,28,0,,,1,0,0,
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,,Moss Park,43.65802,-79.37108,Entire home/apt,92,30,34,2024-04-06,0.25,5,326,1,
774352,Exquisite Yorkville Residence,4085292,Sky Suites,,Church-Yonge Corridor,43.67049,-79.38457,Entire home/apt,444,28,75,2024-08-02,0.65,3,260,4,STR-2304-HPZBHX
777132,Nice view in uptown Toronto!,1664833,Romain-Francois,,Don Valley Village,43.77659,-79.35056,Private room,,28,211,2023-12-03,1.49,1,0,5,STR-2205-GPSKVG
779670,"Haven in the City: Parking, Workspace, Perfection",4111007,Stephanie,,Rosedale-Moore Park,43.67716,-79.38653,Entire home/apt,440,28,1,2019-05-10,0.02,1,279,0,
788710,High Park Stylish Apartment,844281,Richard,,High Park-Swansea,43.64366,-79.45216,Entire home/apt,,30,2,2020-04-14,0.01,1,0,0,
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,,Church-Yonge Corridor,43.66414,-79.38351,Private room,145,1,532,2024-09-02,3.89,2,79,70,STR-2204-GLMPHG
791012,1+ den near CN Tower w/ parking,4167411,Andie,,Waterfront Communities-The Island,43.63923,-79.39358,Entire home/apt,,28,4,2015-08-16,0.04,1,0,0,
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63996,-79.39109,Entire home/apt,271,3,148,2024-08-13,1.18,1,138,18,STR-2011-HZQKVM
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68212,-79.40447,Private room,278,1,91,2020-09-07,0.68,2,89,0,STR-2407-HCBBPW
817749,One Bedroom Downtown,4289557,Dimitri,,Waterfront Communities-The Island,43.64674,-79.39975,Entire home/apt,98,30,47,2018-01-01,0.33,1,154,0,
818228,Private Room in Downtown Toronto RM2,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.65851,-79.4431,Private room,88,1,605,2024-08-28,4.49,2,328,115,STR-2204-GFYHHF
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65555,-79.42017,Entire home/apt,84,28,40,2024-08-25,0.28,1,65,1,
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,1000,28,8,2021-08-21,0.07,1,363,0,STR-2206-GTRDVH
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68255,-79.33506,Private room,,28,0,,,1,0,0,
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66152,-79.34284,Entire home/apt,,28,22,2015-09-19,0.15,1,0,0,
840608,"Owner's Suite on classic boulevard, great location",2575031,Johnny,,Palmerston-Little Italy,43.66136,-79.41377,Entire home/apt,,3,5,2024-05-11,0.83,1,0,5,STR-2208-HCTVHJ
842016,"Beautiful, Bright, Fully Furnished",1930866,Drea,,Casa Loma,43.68388,-79.40719,Shared room,,28,0,,,1,0,0,
849500,Central Downtown room with views,4435131,Olivia,,Moss Park,43.65114,-79.36766,Private room,87,28,136,2023-08-31,0.97,1,217,0,
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,196,28,13,2022-11-15,0.11,4,36,0,
864193,Big Room with King Bed and mattres,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,,28,0,,,1,0,0,
883109,Welcome to Toronto-Danforth!,4517569,Laurie,,Playter Estates-Danforth,43.68219,-79.35405,Entire home/apt,475,4,15,2024-09-02,0.11,1,10,6,STR-2305-GQZDVT
892352,Panoramic Views in Huge and Bright Loft w/ Parking,4448135,Hyung Min,,Waterfront Communities-The Island,43.6473577,-79.398158,Entire home/apt,470,4,331,2024-09-05,2.48,1,91,27,STR-2204-HPGPHK
908807,Great Danforth apt - parking & view,4871479,Jodi,,Playter Estates-Danforth,43.67705,-79.36135,Entire home/apt,350,28,67,2019-09-27,0.48,1,30,0,
921532,A Tiny Hotel - The Malibu Room,512812908,Louise,,Greenwood-Coxwell,43.67698,-79.32201,Private room,75,1,148,2024-09-01,3.91,1,158,48,STR-2205-GKHVHF
923427,Big Room in a Great Neighbourhood,4966594,Mark,,Palmerston-Little Italy,43.65798572350852,-79.41014035348309,Private room,121,5,47,2024-07-02,0.34,2,70,19,STR-2301-FQVBHQ
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65794,-79.35755,Entire home/apt,160,365,9,2016-02-14,0.07,2,279,0,
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,50,28,32,2023-06-11,0.23,5,99,0,
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66451,-79.33498,Entire home/apt,83,30,35,2024-06-16,0.26,1,259,3,
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60,28,11,2020-06-30,0.13,4,36,0,
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,150,28,73,2024-07-31,0.53,1,56,4,
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65367,-79.43242,Entire home/apt,,28,4,2018-03-16,0.03,1,0,0,
959676,Casa Palma Azul,5214021,Michael,,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,95,28,35,2024-07-17,0.26,1,319,5,
985003,1 Bedroom Basement Apartment in Leslieville,2396097,Jean-Francois,,South Riverdale,43.66517,-79.34037,Private room,99,28,115,2023-12-07,0.84,1,365,5,STR-2012-HQZBHK
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,,180,238,2020-08-04,1.71,1,179,0,
985648,Private room in Brockton Village.,5242437,Kristin,,Little Portugal,43.65128,-79.43596,Private room,80,28,21,2024-06-22,0.16,1,345,10,STR-2205-JBDDVM
986506,Sunny Danforth Apartment,5413926,Lesley,,North Riverdale,43.67629,-79.35824,Entire home/apt,130,30,16,2023-11-30,0.16,1,54,1,
990322,"Fantastic private gem, just like a home.",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,125,28,35,2024-04-01,0.28,7,158,2,
995337,1 Bedroom Apartment in Queen West,358731,Claudia,,Niagara,43.64674399166913,-79.40573933747457,Entire home/apt,115,28,7,2016-08-29,0.05,1,94,0,
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,60,28,170,2024-08-01,1.24,1,199,7,
1560977,Toronto Water Park City Luxury Suite,8306299,Zita,,Niagara,43.63744,-79.40523,Entire home/apt,170,28,425,2020-03-15,3.18,1,365,0,
1562481,High-End Lakefront 2 Bed + Office Boutique Condo,1816495,Katharine,,Waterfront Communities-The Island,43.64031,-79.38185,Entire home/apt,275,28,52,2017-06-26,0.40,3,364,0,
1564089,Quiet Bright 2 Bedroom Downtown!!!!,8300483,Michael,,Little Portugal,43.65181,-79.42994,Entire home/apt,100,28,7,2013-12-05,0.05,1,189,0,
1570103,Toronto downtown mini loft!,8349056,Jose,,Little Portugal,43.64524,-79.42693,Private room,,28,110,2024-01-31,0.83,3,0,1,
1578070,Unbeatable Downtown Location,5559775,Aleksandra,,Waterfront Communities-The Island,43.64487,-79.39468,Entire home/apt,499,28,16,2019-08-15,0.12,1,178,0,
1589014,Cosy Pad in heart of Little Italy,2144852,Angela,,Trinity-Bellwoods,43.6517,-79.41585,Entire home/apt,,28,61,2020-04-14,0.83,1,0,0,
1594005,Stylish Modern Condo w/Queen Bed | CN Tower views!,6397676,Rahim,,Waterfront Communities-The Island,43.64625,-79.39106,Entire home/apt,330,2,128,2024-05-12,0.96,1,5,4,STR-2012-FJVDVB
1598460,Spacious Room in Charming Apartment,3877380,Ken,,Humewood-Cedarvale,43.68415,-79.42116,Private room,,28,2,2013-12-14,0.02,1,0,0,
1604069,"Away to Relax! Lake View, 2nd floor, Private Bath",8546454,Marilyn Lucille,,Birchcliffe-Cliffside,43.69348,-79.25967,Private room,125,3,470,2024-09-04,3.51,1,124,30,STR-2009-FSFXPC
1610027,Serviced spacious two bedrooms apartment,8569918,Sharon,,Yonge-Eglinton,43.70381,-79.40679,Entire home/apt,,28,38,2023-08-17,0.29,33,19,0,STR-2012-JGCPHM
1631083,Queen Room with Shared Bathroom,8569918,Sharon,,Yonge-Eglinton,43.70413,-79.40546,Private room,155,28,19,2024-07-01,0.14,33,94,6,STR-2012-FLMBHB
1631386,Private Room in Downtown Toronto RM3,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.66368,-79.44037,Private room,84,1,445,2024-09-03,3.33,2,340,113,STR-2204-GFYHHF
1632898,PENTHOUSE WITH LARGE HOT TUB,8675040,Rich,,Waterfront Communities-The Island,43.646,-79.3983,Entire home/apt,,28,26,2020-04-03,0.46,2,0,0,
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.6459,-79.42423,Entire home/apt,,28,6,2017-08-07,0.05,1,0,0,
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.6408,-79.37673,Private room,,180,169,2013-08-27,0.92,2,0,0,
26654,"World Class @ CN Tower, convention centre, Theatre",113345,Adela,,Waterfront Communities-The Island,43.64608,-79.39032,Entire home/apt,172,28,42,2023-09-01,0.25,5,74,0,
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,South Riverdale,43.66884,-79.32725,Entire home/apt,75,90,30,2024-06-29,0.17,1,0,2,
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64015,-79.37625,Entire home/apt,,180,1,2010-08-11,0.01,2,0,0,
40456,Downtown- King Size Bed and Parking,174063,Denis,,South Parkdale,43.63539,-79.4401,Entire home/apt,,750,113,2023-06-19,0.66,4,364,0,
40701,Bright Beaches loft close to Queen and the lake,175687,John,,The Beaches,43.67239,-79.28858,Entire home/apt,79,28,8,2024-08-31,0.06,1,57,2,
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,126,28,67,2024-07-10,0.40,9,278,1,
45399,Fountain View Studio - Eaton center,195095,Urbano,,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,148,28,89,2024-08-17,0.53,9,336,4,
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,,Rosedale-Moore Park,43.6718,-79.38488,Private room,90,28,23,2024-06-30,0.14,9,248,1,
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,163,28,61,2024-08-30,0.36,9,248,3,
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,,91,24,2018-11-11,0.24,1,0,0,
62545,Furnished Heritage Rooms Downtown 1,304551,Kintoo,,Niagara,43.64611,-79.4071,Private room,50,120,23,2019-12-20,0.14,6,279,0,
64635,Furnished Heritage Rooms Downtown 2,304551,Kintoo,,Niagara,43.64482,-79.40897,Private room,50,150,18,2024-08-29,0.11,6,123,1,
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.64453,-79.40736,Private room,50,180,24,2024-04-30,0.14,6,259,2,
66856,Furnished Downtown Room,304551,Kintoo,,Niagara,43.64642,-79.40736,Private room,50,150,4,2024-02-28,0.02,6,218,2,
96336,John & Bren's Queen West 3 bedroom townhouse,511506,Brenda,,Niagara,43.64388,-79.41011,Entire home/apt,309,3,162,2024-08-05,1.23,1,36,13,STR-2009-FXRRPD
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65703,-79.46719,Entire home/apt,66,120,12,2017-03-05,0.08,1,218,0,
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63737,-79.44022,Entire home/apt,129,85,84,2024-03-04,0.52,4,323,3,
131401,Waterfront Luxury Suite 1 Bd - Downtown SuperHost,604233,Waterfront Suites,,Niagara,43.63649,-79.40171,Entire home/apt,84,150,11,2023-05-17,0.10,1,247,0,
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64584,-79.39051,Entire home/apt,250,28,8,2021-09-30,0.05,1,29,0,STR-2303-FPCPHQ
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78196,-79.24634,Entire home/apt,,28,0,,,1,0,0,
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,295,180,63,2023-04-30,0.40,1,229,0,
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,,South Parkdale,43.63677,-79.42099,Entire home/apt,,28,53,2020-03-02,0.34,1,0,0,
192860,modern clean quiet 2B@ High Park -40% monthly,533496,Eberhard,,Junction Area,43.66492,-79.47384,Entire home/apt,,31,129,2024-02-29,0.82,2,72,1,STR-2010-FPPDPC
196584,Spacious 1 Bedroom Suite on Subway Line!,957466,Karen,,Oakridge,43.69431,-79.28563,Entire home/apt,92,18,56,2024-07-20,0.57,1,321,10,STR-2012-HLWPHK
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.6471,-79.4376,Entire home/apt,300,28,22,2023-01-11,0.14,1,363,0,STR-2010-GPKRPG
208067,Comfy family-friendly 3 bedroom home to tour TO,808452,Eric,,South Riverdale,43.66146,-79.33815,Entire home/apt,322,2,15,2016-07-31,0.09,1,97,0,STR-2406-GZKPPV
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,,Church-Yonge Corridor,43.6619,-79.37727,Private room,80,28,39,2024-06-07,0.35,2,239,4,
228568,BEST VIEW in the City! Luxury condo,934821,Robert,,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,,180,76,2023-09-11,0.49,2,141,1,STR-2104-FLPKVB
232794,Unrivaled location on Yorkville Ave/2000 sq ft,1218097,Susan,,Annex,43.6715929,-79.3908687,Entire home/apt,200,28,5,2020-03-18,0.04,1,217,0,
239449,"Prime Annex 1 BR +balcony - UofT, Subway, Bloor",349772,Steven,,Annex,43.66701,-79.40625,Entire home/apt,92,28,38,2024-07-30,0.28,1,279,3,
248939,Perfect for ONE,1304211,Nadia,,Caledonia-Fairbank,43.6826171875,-79.4592514038086,Private room,44,29,45,2016-10-24,0.29,2,4,0,
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,60,28,103,2023-12-12,0.70,2,64,7,STR-2012-GZXRVH
251549,Room in mid-town apartment,1319225,Kathleen,,Annex,43.66584,-79.41251,Private room,,28,18,2023-08-12,0.14,1,0,0,
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.63999,-79.41465,Entire home/apt,,30,5,2019-06-11,0.06,1,0,0,
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Casa Loma,43.68419,-79.40125,Entire home/apt,,28,0,,,1,0,0,
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,,28,0,,,1,0,0,
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67098,-79.37434,Entire home/apt,250,5,54,2024-08-11,0.40,1,313,16,STR-2009-GXRRPH
291699,Furnished room in  lovely Toronto home Aug 1-Oct31,1466410,Susan,,Annex,43.670291900634766,-79.41659545898438,Private room,280,28,0,,,1,206,0,
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,100,28,66,2022-05-28,0.43,1,236,0,
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67739,-79.33599,Private room,,28,37,2023-01-31,0.25,1,0,0,
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66106,-79.45605,Entire home/apt,,28,0,,,1,0,0,
335446,Quiet Oasis near Eaton Centre,1704172,Vanessa,,Moss Park,43.65744,-79.37228,Private room,99,28,122,2024-08-17,0.80,2,246,2,
339418,Cozy Room in Midtown Near Subway,1027776,Willy,,Mount Pleasant West,43.69954,-79.3933,Private room,60,30,85,2020-02-29,0.56,2,0,0,
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.63557,-79.43999,Entire home/apt,,750,65,2022-02-05,0.44,4,364,0,
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,,28,0,,,1,0,0,
363057,Charming Century Cottage in Beaches,1816495,Katharine,,The Beaches,43.67262,-79.30057,Entire home/apt,288,1,86,2024-08-18,0.98,3,57,47,STR-2203-GGLHHF
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,361,28,9,2017-09-12,0.07,1,358,0,
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,,Moss Park,43.65612,-79.36054,Private room,60,28,829,2022-10-22,5.47,1,1,0,
393873,"Sunny, Spacious, Downtown 1 Bedroom",1870492,Katie,,Niagara,43.64455,-79.40312,Entire home/apt,115,183,21,2016-09-27,0.14,1,358,0,
401823,Furnished Downtown Studio Suite 6,304551,Kintoo,,Palmerston-Little Italy,43.66075,-79.4096,Entire home/apt,80,120,9,2024-04-28,0.06,6,310,1,
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67176,-79.38555,Private room,90,28,5,2023-06-30,0.04,9,248,0,
406646,1BR-Close to Don Mills & Eglinton 202,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,30,28,43,2023-11-07,0.32,5,216,2,
413276,Yonge & Wellesley Entire Condo,2056128,Robert,,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,,2,84,2024-08-05,0.57,2,0,4,STR-2204-GLMPHG
418607,PRIVATE ROOM MIDTOWN TORONTO,2079464,Maddie,,Mount Pleasant West,43.69747,-79.39304,Private room,62,30,126,2024-05-10,0.86,1,349,1,
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68672,-79.29328,Entire home/apt,69,28,47,2024-03-17,0.32,18,189,2,
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65469,-79.37986,Entire home/apt,,28,8,2022-08-27,0.06,3,0,0,Exempt
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7054,-79.48584,Private room,55,28,34,2022-10-14,0.23,1,88,0,
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Niagara,43.64322,-79.40293,Entire home/apt,279,28,74,2024-08-23,0.50,1,144,3,STR-2402-FZZRVR
473827,Designer-inspired Toronto living,2349264,George,,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,28,101,2024-08-16,0.69,1,134,2,
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106,29,115,2019-11-11,0.79,1,90,0,
516823,"Monthly, Cozy + Clean Studio in the Junction",533496,Eberhard,,Junction Area,43.66672,-79.47492,Entire home/apt,110,31,185,2024-08-31,1.24,2,151,5,
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,300,28,79,2024-09-01,0.54,1,157,1,
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2014-12-01,0.04,1,179,0,
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64264,-79.43215,Entire home/apt,399,3,74,2024-08-12,0.50,1,135,6,STR-2011-FYPDVD
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,295,28,18,2018-08-19,0.12,1,312,0,STR-2302-GSKRVT
529256,Room in amazing retro modern space,2597290,Caroline,,Trinity-Bellwoods,43.65075,-79.41072,Private room,97,28,113,2020-03-10,0.76,1,365,0,
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,130,28,169,2022-04-30,1.22,1,128,0,
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,439,28,13,2018-11-03,0.10,1,365,0,
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,98,80,29,2024-08-24,0.29,1,273,3,
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,,East End-Danforth,43.6809,-79.30485,Entire home/apt,78,28,51,2024-05-19,0.37,18,341,3,
1033162,Downtown Toronto Condo Close to Union Station,2175675,Frank,,Waterfront Communities-The Island,43.64285,-79.38026,Private room,69,28,7,2023-12-17,0.08,4,328,1,
1035534,Private Rooms with ensuite bathroom,5700231,Roxane Simone,,Taylor-Massey,43.6927,-79.30382,Private room,80,30,0,,,7,333,0,
1036076,"Luxury Apt, Garden, small Dog welcome, Ev Charger",4468895,Melanie,,Willowdale East,43.76633,-79.40424,Entire home/apt,108,28,44,2024-07-14,0.36,1,249,6,
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,,28,56,2020-01-02,0.41,1,0,0,
1053838,Beautiful Private Room in Home - Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65638,-79.41567,Private room,65,31,152,2019-12-22,1.11,1,342,0,
1057144,Beautiful Toronto Home opp Park,265033,Vivienne,,Dufferin Grove,43.65883,-79.43081,Entire home/apt,225,28,6,2016-10-28,0.05,1,358,0,
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,,30,2,2018-07-31,0.02,3,0,0,
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,,Moss Park,43.65696,-79.37193,Entire home/apt,255,31,30,2024-06-21,0.31,5,66,2,
1066718,Entire Suite with Private Entry/Bath/Garden,5867364,Emil,,Niagara,43.64535,-79.40446,Private room,222,2,688,2024-09-01,4.98,1,230,64,STR-2010-FVKRPD
1077140,Lovely full  house in Upper Beach (with cat!),5926814,Lysa,,East End-Danforth,43.68140684545859,-79.3078859357622,Entire home/apt,,28,6,2014-06-28,0.04,1,0,0,STR-2302-HVFXVY
