id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1036496869065824055,Scarborough cozy haven,548174373,Rojina,,West Hill,43.76861397920328,-79.16346654697028,Private room,42,1,6,2024-08-09,0.73,3,258,6,STR-2311-GDZPHS
1036514762224412192,"Private suite,sep entrance , no cleaning fee",548913741,Seema,,Islington-City Centre West,43.65206396983772,-79.55020620488504,Private room,,2,13,2024-07-07,1.52,2,0,13,STR-2311-HPKBHX
1036522093672694122,Scarborough urban cozy nest,548174373,Rojina,,West Hill,43.76907329838896,-79.16133587665611,Private room,,1,8,2024-08-31,0.91,3,269,8,STR-2311-GDZPHS
1036528225315979554,Scarborough Gem: Stylish Retreat,548174373,Rojina,,West Hill,43.770312172118,-79.16202554528668,Private room,40,1,2,2024-04-30,0.37,3,244,2,STR-2311-GDZPHS
1036534617511797019,Spacious Great View DT Toronto,461077444,Peng,,Bay Street Corridor,43.66142,-79.38771,Private room,,28,0,,,2,0,0,STR-2206-FHYKVB
1036547266130605756,Funky room in spacious & airy modern home,504726786,Melissa,,South Riverdale,43.65812617141234,-79.34199794254074,Private room,103,1,53,2024-08-23,6.16,3,234,53,STR-2311-GWTPHV
1036558423218610263,1 Bedroom Apartment in Midtown Toronto,5828564,Corinne,,Mount Pleasant West,43.70196866870816,-79.3922523326535,Entire home/apt,249,3,0,,,1,81,0,STR-2306-FPSBHQ
1036582048581828547,3BR Home,548925291,Lili,,Wexford/Maryvale,43.74708,-79.29669,Entire home/apt,,28,4,2024-08-08,0.75,3,0,4,STR-2308-FWJXVR
1036841467137552603,private unit monthly rental,536540622,Aimei,,Caledonia-Fairbank,43.68790237125546,-79.46010672516265,Entire home/apt,112,30,0,,,3,153,0,
1036858554728416795,High Park Haven 2.0,9874465,Russell,,High Park North,43.65532431934222,-79.47695476941632,Entire home/apt,178,2,21,2024-09-02,3.44,1,315,21,STR-2306-JDHKVZ
1036921349089628266,Clean bedroom in spacious condo,49224579,Van Tuc,,Etobicoke West Mall,43.65075273067225,-79.56928881346735,Private room,45,28,0,,,5,269,0,
1036923704828755416,Spacious En-suite Room with Walk-in Closet,502049049,Michael,,West Hill,43.76327,-79.176,Private room,80,2,6,2024-08-26,1.07,4,72,6,STR-2402-HDMRVW
1036937271123100130,Private room with queen size bed,37905670,Khang,,Humber Heights-Westmount,43.69779908968719,-79.52973656941043,Private room,35,28,1,2024-04-04,0.19,10,67,1,
1036961921406562214,New Spacious 3 Bedroom Condo,5048837,Aleem,,Dovercourt-Wallace Emerson-Junction,43.66109549999999,-79.4513398,Entire home/apt,113,28,3,2024-07-21,0.48,1,95,3,
1037025556384136779,Skyline Condo 1bd + den + parking,13340084,Alexandros Panagiotis,,Waterfront Communities-The Island,43.64029622813201,-79.39728109629516,Entire home/apt,285,3,24,2024-09-01,3.58,1,31,24,STR-2311-HHKBHW
1037109136913590462,Luxury DT Condo For 6 (CN Tower View/Pool/Hot Tub),23043792,Michael,,Waterfront Communities-The Island,43.6441277,-79.38940579999999,Entire home/apt,600,2,47,2024-08-11,5.07,1,198,47,STR-2207-JCLPHM
1036340854964510789,Modern Midtown Manor,12929250,Brett,,Mount Pleasant East,43.69935,-79.38435,Entire home/apt,250,2,6,2024-09-01,2.22,1,176,6,STR-2304-GZGBHV
1036342312906026488,"Nice Suite, Private Room R, Free Parking _",417737001,Florian,,Rockcliffe-Smythe,43.672031495468495,-79.503048914288,Private room,50,28,2,2024-04-30,0.27,16,168,2,
1036358267421694920,"Private room near Islington Subway,",548252384,Bảo Thơ,,Stonegate-Queensway,43.629066467784455,-79.513616613555,Private room,47,28,2,2024-06-23,0.25,4,137,2,
1036361375265278072,Entire semi-basement 1 BR home,76153539,Sachin,,Junction Area,43.674132438687536,-79.46919374532816,Private room,109,1,54,2024-09-04,6.09,1,141,54,STR-2302-GDWKVS
1039158758438083339,Very Spacious Private Bedroom,549342439,Angie,,Downsview-Roding-CFB,43.72921,-79.50372,Private room,35,28,5,2024-07-08,0.64,27,55,5,
1039181416285429894,Downtown Condo with 2 Beds - Sleeps 3 by Yorkville,549461014,Jason,,Bay Street Corridor,43.66581,-79.38748,Entire home/apt,299,2,31,2024-07-08,4.25,1,5,31,STR-2312-JDMPHZ
1039194245695288264,Modern Downsview Escape,45588504,Karan,,Downsview-Roding-CFB,43.73768611161772,-79.48394782855901,Entire home/apt,152,1,0,,,3,352,0,STR-2402-GLGVHT
1039202992917314229,Slam Dunk! Private Room Heart of Toronto,504318484,Meifang,,Parkwoods-Donalda,43.741282089030925,-79.32329921058535,Private room,42,28,1,2024-07-09,0.50,13,124,1,
1039248283117726931,Upstart Shared Living,66356857,Muhammad,,Thistletown-Beaumond Heights,43.73857,-79.57274,Private room,68,1,0,,,4,18,0,STR-2310-JFQXVZ
1039279177567416324,"Full basement with 2 Beds, 1 bath, Kitchen, Living",549487357,Mir Shahidul,,Cliffcrest,43.73144890343731,-79.2371008986767,Entire home/apt,130,1,19,2024-08-18,3.58,1,89,19,STR-2402-GFSKVS
1039282654226081951,Nouveau Shared Living,66356857,Muhammad,,Thistletown-Beaumond Heights,43.73815,-79.57427,Private room,68,1,0,,,4,17,0,STR-2310-JFQXVZ
1039320386625579972,Cozy & modern 1 bedroom apartment in North York,515199033,Alla,,Clanton Park,43.73818,-79.4407,Entire home/apt,99,28,0,,,19,280,0,
1039324975440071572,Fully private Room at Victoria/ Saint Cl.,536370627,Md Feroz Mahmud,,Clairlea-Birchmount,43.70585097837861,-79.29002548752051,Private room,60,28,0,,,7,270,0,
1039338113257395771,Spacious Open Concept Home,310552329,Elaman,,Bathurst Manor,43.76596,-79.45852,Entire home/apt,385,2,19,2024-08-21,2.42,1,349,19,STR-2011-GHSXVF
1039385048479848746,Bright and cozy rooms on main floor bungalow,468366537,Hasina,,Oakridge,43.6955898,-79.27764169999999,Private room,215,2,33,2024-08-24,3.88,1,153,33,STR-2207-GVPXVH
1039391086353377708,Studio Apartment in DT Toronto,460794857,Ryan,,University,43.6665833,-79.4009537,Entire home/apt,138,1,39,2024-09-02,4.66,1,84,39,STR-2310-HCKBHW
1039400044505279034,Core downtown condo w lakeview,524959596,T,,Waterfront Communities-The Island,43.6401768241587,-79.3947591753415,Entire home/apt,200,50,0,,,1,263,0,
1039405542479778567,"Bloor&Christie New Lower 1BR 1BA, Laundry, Parking",463118767,Sophie,,Annex,43.66651,-79.41907,Entire home/apt,,28,0,,,5,0,0,
1039417597408054175,Spectacular Family Home/Little Portugal/WFH,18236106,Mikko,,Little Portugal,43.65208025363626,-79.4279394283359,Entire home/apt,,5,10,2024-08-25,1.64,1,0,10,STR-2401-HXBXVY
1039441158590530497,Private Unit Downtown Toronto KING Bed,549342439,Angie,,Kensington-Chinatown,43.65183906747736,-79.40038640961679,Entire home/apt,55,28,1,2024-07-09,0.50,27,44,1,
1039449119181604111,Modern Retreat in North York,87762238,Kyrollos,,Don Valley Village,43.77829149999999,-79.36206589999999,Entire home/apt,169,2,16,2024-08-20,1.93,1,245,16,STR-2310-GXMKVV
1039459780079634488,Dragon Ball Inspired Private Studio Toronto,549342439,Angie,,Kensington-Chinatown,43.652179558174005,-79.40177336735543,Entire home/apt,69,28,0,,,27,70,0,
1039464447375219665,Private Studio Downtown Toronto,549342439,Angie,,Kensington-Chinatown,43.65383,-79.40005,Entire home/apt,55,28,1,2024-08-04,0.88,27,180,1,
1039469198890067328,Downtown Toronto Private Studio,549342439,Angie,,Kensington-Chinatown,43.65198,-79.40046,Entire home/apt,55,28,2,2024-07-01,0.46,27,125,2,
1039473213665365865,Heart of Downtown Toronto,549342439,Angie,,Kensington-Chinatown,43.65227,-79.39993,Entire home/apt,,28,1,2024-02-18,0.15,27,5,1,
1039477268319853412,Cozy Studio Downtown Toronto,549342439,Angie,,Kensington-Chinatown,43.653719230777064,-79.40023843241917,Entire home/apt,52,28,4,2024-08-18,0.53,27,99,4,
1039484513174803218,Private Unit Downtown Toronto KING Bed,549342439,Angie,,Kensington-Chinatown,43.65376873034794,-79.4000879476481,Entire home/apt,,28,1,2024-05-18,0.27,27,180,1,
1039499456786391904,Luxury condo downtown Toronto CN tower & lake view,496981017,Sarah,,Niagara,43.63664199999999,-79.4057224,Entire home/apt,212,2,20,2024-08-25,3.14,1,60,20,STR-2311-GPYHHT
1039786513884037292,4 Bedroom/2.5 Bath Home near the Subway,492903228,Aytan,,Clanton Park,43.75124,-79.45711,Entire home/apt,290,2,15,2024-08-19,2.05,1,320,15,STR-2211-GYHBHV
1039826269199856478,Downtown Richmond's Diamond Suite,385087830,Vicky,,Waterfront Communities-The Island,43.64762055882526,-79.39640797175282,Entire home/apt,110,31,0,,,1,304,0,
1039849785051591416,"Private lower-level suite, downtown",530451780,John,,Church-Yonge Corridor,43.6661976,-79.3826101,Private room,214,2,11,2024-09-04,2.60,2,59,11,STR-2401-JDFKVZ
1039875649670615989,Room in downtown,206663714,Wendy,,Kensington-Chinatown,43.65299821578652,-79.39389521636795,Private room,40,28,1,2024-05-22,0.28,92,192,1,
1039910409821501082,"2 Large rooms walk to subway,mall.",545305345,Van Hiep,,Yorkdale-Glen Park,43.717232,-79.44913849999999,Private room,142,1,19,2024-08-26,2.24,2,251,19,STR-2309-FRCXVQ
1039962474655890590,New - 1 Bedroom in Basement. Great for remote work,213434498,Zachary,,Rockcliffe-Smythe,43.67858754293302,-79.4995278578076,Private room,75,4,13,2024-08-25,1.69,1,204,13,STR-2310-HWLHHY
1039977978662221856,"Gorgeous Suite with Private Entrance, Patio",470879456,Giorgia,,Wychwood,43.679051069084764,-79.4232077804346,Private room,178,2,34,2024-08-31,3.94,1,77,34,STR-2310-FXBVHR
1039979710852561394,Luxury 3 Bedroom 2 Bath Condo,353219125,Akhtar,,Waterfront Communities-The Island,43.64347,-79.38877,Entire home/apt,,28,0,,,1,35,0,STR-2103-FVJRVD
1040005818409527405,"Bright Condo + Free Parking + Gym, Ent. District",538303478,Jay,,Waterfront Communities-The Island,43.6428,-79.39166,Entire home/apt,71,30,4,2024-08-23,0.76,1,279,4,
1040012660556544032,Cozy Private Room in Luxury Home in North York,515199033,Alla,,Bathurst Manor,43.76053804925328,-79.45007258507118,Private room,45,28,1,2024-08-15,1,19,349,1,
1040014524127359814,Close airport Room for rent.,333106425,Quyen,,Edenbridge-Humber Valley,43.6576902,-79.5287513,Private room,56,28,0,,,23,269,0,
1040038782306326834,Newly Renovated Bright 3 Bedroom,253678734,Nesty,,Oakwood Village,43.684757119908554,-79.43453915848974,Entire home/apt,206,31,0,,,25,255,0,
1040049052371545914,Entire House in Toronto East End,549659702,Yuk Tsen,,Danforth East York,43.68925,-79.31906,Entire home/apt,170,3,6,2024-08-25,2.61,1,300,6,STR-2301-GFDRVS
1040082054385124433,Welcoming Basement Studio *Pine Nest Lodge*,16302484,Ivana,,Alderwood,43.60754929970467,-79.54181911275305,Entire home/apt,115,2,39,2024-08-19,4.72,1,65,39,STR-2310-GPSHHT
1040082454794446976,Condo in Heart of Downtown,549669734,Yong,,Waterfront Communities-The Island,43.64236,-79.38256,Entire home/apt,269,28,40,2024-08-18,4.71,2,167,40,STR-2308-JDPRVZ
1040115869742377073,"Nice place next to downtown 
 @#",549677833,Hakaj,,Stonegate-Queensway,43.636837142471926,-79.48747056238898,Private room,150,28,0,,,1,269,0,
1040126354277767808,"Oasis of Downtown Toronto, Free Wi-Fi and Parking",37690203,Montu,,Waterfront Communities-The Island,43.64312,-79.39586,Entire home/apt,143,31,4,2024-07-22,0.53,2,210,4,
1040197199857504277,CN Tower view 962sqf 2 bath BBQ Late Checkout,31627203,Jun,,Niagara,43.6408455,-79.4143193,Entire home/apt,,28,8,2024-02-24,0.91,1,13,8,STR-2310-GXLDVV
1040222154262028643,Basement - 171 Tower Drive,549698899,Vineesh,,Wexford/Maryvale,43.7535871,-79.3011543,Private room,,28,0,,,1,0,0,
1040231294611276796,Bright Private Roncesvalles,9880504,Rob,,Roncesvalles,43.63927,-79.44448,Entire home/apt,,365,0,,,2,270,0,
1040429452081735483,A Cozy Room in a Condo,549477898,Oluwatoyin,,West Hill,43.763492940303074,-79.18727238197546,Private room,58,5,1,2024-04-18,0.21,1,167,1,STR-2312-FWGPHR
1040502102865216373,*Bachlor Flat kitchen bath wifi laundry parking,76373347,Yuling,,Kennedy Park,43.72284926658038,-79.26404227484156,Entire home/apt,53,28,3,2024-06-14,0.47,6,245,3,
1040505479608938476,Modern & Cute 2 Beds/2 Baths 5Mins Walk2 CNTower,455561374,Sugito,,Waterfront Communities-The Island,43.64236216815647,-79.39590308815241,Entire home/apt,240,30,0,,,7,134,0,
1040527965234614558,Basement Cozy Private Studio,528256999,Kay,,Maple Leaf,43.7164,-79.47815,Entire home/apt,71,28,3,2024-06-09,0.58,7,64,3,
1040551628385703529,The Bungalow,144076027,Arshdeep,,Willowridge-Martingrove-Richview,43.6886508234867,-79.53511026267958,Private room,62,1,43,2024-07-31,4.89,3,70,43,STR-2311-HPMPHX
1040565793834766821,Cozy clean bright bed @ Corsa Italia,187320,Downtown Suite Living,,Corso Italia-Davenport,43.675971319812604,-79.44483829031475,Private room,45,90,0,,,9,200,0,
1040568197104331254,Stylish 1-Bedroom Apartment,155713773,Zeynep,,Forest Hill South,43.68536,-79.41386,Entire home/apt,126,28,0,,,1,330,0,
1040614698314590462,Comfy 1Bdrm+den/2Baths w/3 real beds + parking,549780633,Maria Elois,,Waterfront Communities-The Island,43.639879754696864,-79.3978233183853,Entire home/apt,248,1,31,2024-09-04,3.48,1,262,31,STR-2311-GTYHHV
1040658902156853004,"Spacious, near transit & supermarket, free parking",209296357,John,,Briar Hill-Belgravia,43.69616,-79.45691,Private room,100,3,1,2024-08-19,1,6,88,1,STR-2311-GRTPHT
1040665802986736232,New Luxury Home Downtown Toronto,487186981,An,,South Riverdale,43.66603,-79.34498,Entire home/apt,599,28,0,,,3,269,0,STR-2307-FXBPHR
1040686306115027213,Luxury bedroom in Kirkdale,537799011,Weijian,,Banbury-Don Mills,43.738228,-79.3573141,Private room,129,28,0,,,4,270,0,STR-2212-FXYVHR
1040731199165699809,Luxury Sweet Home,507531795,Amy,,Brookhaven-Amesbury,43.7046102,-79.4741238,Entire home/apt,,28,0,,,2,0,0,
1040733018296883214,Cozy Condo Studio Bachelor,328543542,Juan,,Yorkdale-Glen Park,43.71351601958226,-79.45365792188534,Entire home/apt,75,28,14,2024-06-01,1.64,1,49,14,STR-2304-JDZBHZ
1040769952406838073,Private Ensuite Toronto Smart TV,507229571,Qun,,Downsview-Roding-CFB,43.72886,-79.50374,Private room,39,28,0,,,4,56,0,
1040776792998197161,Serene Residential,549822232,Malvina,,Kingsview Village-The Westway,43.6993109,-79.5383684,Entire home/apt,,28,0,,,1,363,0,
1040796318250507031,Cozy Private Bedroom Toronto,507229571,Qun,,Downsview-Roding-CFB,43.727437295535964,-79.50179204287437,Private room,36,28,0,,,4,61,0,
1040883337827955673,Private Studio Unit Toronto,507229571,Qun,,Downsview-Roding-CFB,43.72955,-79.50325,Entire home/apt,52,28,0,,,4,90,0,
1040887015110123245,Private Ensuite Toronto Sleeps 4,507229571,Qun,,Downsview-Roding-CFB,43.72801,-79.502,Entire home/apt,79,28,0,,,4,63,0,
1041009401778395307,Finest 3BR Living in Gradewell with City Views,532098929,Adrito Chawdhury,,Cliffcrest,43.71798,-79.23812,Entire home/apt,1057,1,1,2024-01-03,0.12,1,152,1,STR-2307-HMQVHX
1041213115462116148,Luxury Downtown Condo For 4 (CN Tower Views),812081,Ali,,Waterfront Communities-The Island,43.64509,-79.39047,Entire home/apt,351,1,38,2024-09-02,4.52,1,23,38,STR-2310-FXSHHR
1041243297330491185,Lovely bedroom w ensuite! central!,8290492,Katharine,,Palmerston-Little Italy,43.65999,-79.41555,Private room,93,1,7,2024-07-27,0.95,1,101,7,STR-2301-HGKRVW
1041248279391826514,Entire Basement Bdrm w/kitchen & Private Bathroom,73093237,Mohsin,,East End-Danforth,43.68758691865443,-79.29610557926624,Private room,,2,12,2024-05-31,1.37,4,1,12,STR-2304-GHGBHS
1041251482275736411,The Beach House Queen Bdrm with Private Bathroom,73093237,Mohsin,,East End-Danforth,43.68768340223291,-79.29631126815455,Private room,,2,13,2024-08-28,1.47,4,1,13,STR-2304-GHGBHS
1041253170021722973,Master Bdrm Queen Bed Private Bathroom in Danforth,73093237,Mohsin,,East End-Danforth,43.689337120468565,-79.2946708934794,Private room,,2,11,2024-08-28,1.26,4,1,11,STR-2304-GHGBHS
1043866937772927146,Luxury suite in the heart of the city,69247256,Oluwatosin,,West Humber-Clairville,43.71976,-79.60313,Entire home/apt,,28,9,2024-04-23,1.32,3,108,9,STR-2210-HGSRVJ
1044053157162250560,Large Comfortable Private Room,444250674,Gabriela Tatiana,,Kensington-Chinatown,43.656983327170664,-79.39286430958533,Private room,95,1,35,2024-08-19,4.12,3,131,35,STR-2302-JBLXVZ
1044148046878809283,Monthly Stays - Scotiabank Arena,520401443,Kiran,,Waterfront Communities-The Island,43.64254305795721,-79.38107599343304,Entire home/apt,399,28,1,2024-02-09,0.14,3,158,1,
1044219175107082489,Simple Private Bedroom,528256999,Kay,,Waterfront Communities-The Island,43.644790272734475,-79.40206382541469,Private room,,28,1,2024-06-02,0.31,7,22,1,
1044232534129051292,DT Private Bedroom with Bathroom,528256999,Kay,,Waterfront Communities-The Island,43.64529,-79.40192,Private room,50,28,2,2024-08-31,0.43,7,63,2,
1044243610121078446,A Private guest suite,244960104,Huazhu,,Niagara,43.64523142276365,-79.40487591329097,Entire home/apt,,28,4,2024-09-04,0.63,5,24,4,
1044278108269721377,East Chinatown Toronto Studio Unit,508046575,Jeffrey,,North Riverdale,43.66739,-79.34936,Entire home/apt,68,28,3,2024-08-01,0.57,46,71,3,
1044328782610150447,(A)Room with Fast Internet and Near Public Transit,508046575,Jeffrey,,North Riverdale,43.667458811502854,-79.3466749431864,Private room,48,28,0,,,46,64,0,
1044339001384403501,Modern Designer Walk Loft w/ Private Deck+Parking,550361796,Jeanette,,Annex,43.67593,-79.40043,Entire home/apt,240,30,0,,,3,152,0,
1044365668258130686,Luxurious 1-bedroom with Sauna,550564598,Daniel,,Bayview Woods-Steeles,43.8073123672281,-79.37709634714203,Entire home/apt,125,1,17,2024-08-25,2.03,1,172,17,STR-2305-GGKXVS
1044370543519189436,Bright DW Loft with Terrace + BBQ & Free Parking!,550361796,Jeanette,,Annex,43.67604,-79.39904,Entire home/apt,300,30,0,,,3,249,0,
1044418513202166870,600sqf Condo close  to Eaton Center!,175695432,Naidan,,Church-Yonge Corridor,43.654973261678144,-79.37541890059116,Entire home/apt,275,28,2,2024-03-31,0.24,9,215,2,STR-2312-HWXBHY
1044436807465893059,Private space near CN tower,253954932,Daniel,,Waterfront Communities-The Island,43.64158,-79.40104,Shared room,59,28,16,2024-04-17,1.81,7,156,16,STR-2207-FWGRVD
1044443025315227439,Charming + Spacious Roncy Apartment,8276329,Emily,,Roncesvalles,43.64226,-79.4452,Entire home/apt,90,28,2,2024-06-01,0.38,3,142,2,
1044470359918426125,Bsmt.Room in Scarborough,550587590,Shraban,,West Hill,43.76817,-79.16181,Private room,35,1,5,2024-08-12,0.60,2,261,5,STR-2312-HVRBHY
1044470567939914011,Charming + Airy Roncy Apartment,8276329,Emily,,High Park-Swansea,43.64186935237886,-79.44742233178702,Entire home/apt,125,28,2,2024-05-10,0.27,3,244,2,
1044471221243222393,Luxury loft located in King St W,124898368,Connie,,Waterfront Communities-The Island,43.64584473323079,-79.39633235589754,Entire home/apt,240,28,0,,,3,365,0,
1044480744733688146,Scarborough Bst.Room,550587590,Shraban,,West Hill,43.76834,-79.16172,Private room,36,1,7,2024-08-04,0.84,2,267,7,STR-2312-HVRBHY
1037109768002881966,Large Master Bedroom with Ensuite Bathroom,499246629,Simin,,Willowdale East,43.76863,-79.40285,Private room,100,3,6,2024-06-21,0.83,6,143,6,STR-2301-HYDRVY
1037136640804180225,"CN Tower View w/Free Parking, Pool+Gym in the Core",549032667,Ranit,,Niagara,43.63743789188456,-79.40566811024065,Entire home/apt,254,1,37,2024-08-23,4.44,1,112,37,STR-2311-FXZPHR
1037147160615397866,Ultra Modern Condo w Parking,261641930,Jozef,,Banbury-Don Mills,43.73280213709687,-79.34631697325962,Entire home/apt,105,28,1,2024-07-31,0.81,2,247,1,
1037151454087110867,Stylish 3 Bedroom Home in Trendy Ossington Strip,487460781,Antonios,,Trinity-Bellwoods,43.64950702895733,-79.42057363846129,Entire home/apt,999,1,55,2024-08-18,6.07,1,183,55,STR-2302-FXDRVR
1037174702180272552,Comfy private room with Wi-fi+work desk+laundry,174661737,Gene & Amy,,Corso Italia-Davenport,43.6771,-79.44373,Private room,48,29,0,,,47,67,0,
1037218133845968368,Penthouse with Lakeview and Parking,540001708,Jennifer,,Niagara,43.64066672289003,-79.41363189687686,Entire home/apt,,28,11,2024-01-31,1.25,1,0,11,STR-2204-JCSHHM
1037267909928338690,Bright and Cozy Standard Guest Room on 2nd Floor.,549055652,Jinchun,,Agincourt North,43.8061934,-79.27922699999999,Private room,,4,0,,,1,0,0,STR-2312-HVPVHY
1037374962246866060,1 private room in the basement.,536370627,Md Feroz Mahmud,,Clairlea-Birchmount,43.7044,-79.29019,Private room,50,28,0,,,7,259,0,
1037379349742938979,Clean and Artsy Room in Trendy DT,191280241,Fabiola Itaye,,Trinity-Bellwoods,43.652820793445315,-79.40907843945347,Private room,96,2,20,2024-07-22,2.31,3,144,20,STR-2207-FFWBHB
1037517070790900153,"Spacious bedroom, 8 mins to airport",95716084,Thanh Tung,,Willowridge-Martingrove-Richview,43.68243,-79.55653,Private room,,2,12,2024-06-20,2.02,1,0,12,STR-2302-GTDRVV
1037585875518239707,'Home Away From Home ',228759117,Neil,,Bendale,43.76675,-79.25167,Private room,,1,0,,,1,269,0,STR-2101-HDQRVJ
1037613746623561233,Grandeur House,549112767,Stanley,,Agincourt South-Malvern West,43.79469628867103,-79.27523820370484,Private room,199,1,8,2024-08-18,2.89,1,253,8,STR-2312-FRLHHQ
1037689149136313862,Luxury In The Heart of Toronto 2 Bdr with Parking,52838185,Hamidreza,,Waterfront Communities-The Island,43.64638875186443,-79.40154606186475,Entire home/apt,338,2,7,2024-04-28,0.85,4,229,7,STR-2203-FVFHHD
1037737271449871971,By CN Tower ~ celebrate PRIDE on King W,549142475,Conroy,,South Riverdale,43.6634113409323,-79.34004686830636,Entire home/apt,255,10,0,,,2,89,0,STR-2312-GQFHHT
1037766391780086913,Private BR in DT Toronto w/ Gym + Pool,165245469,Ahnaf,,Waterfront Communities-The Island,43.639343817323606,-79.39938426017761,Private room,120,90,0,,,3,212,0,STR-2211-GCKPHS
1037797435027988971,Newly Designed 2BR House in Popular Danforth Area,549155388,Bing Ying,,Playter Estates-Danforth,43.68065,-79.35015,Entire home/apt,99,28,1,2024-01-11,0.13,1,274,1,STR-2303-FFWPHP
1037867550863993662,High Ceiling Apartment in downtown,469131870,Marvin,,Bay Street Corridor,43.6542,-79.38004,Entire home/apt,,28,0,,,1,0,0,STR-2302-GHJKVS
1037914872869445648,Lovely Cozy apartment,364356185,Ali,,Maple Leaf,43.71875160673983,-79.48163084685802,Entire home/apt,144,28,0,,,1,269,0,
1037924586359931175,Master Bedroom W/King Size Bed,93772842,Ina,,O'Connor-Parkview,43.71553,-79.30107,Private room,86,2,1,2024-02-15,0.15,3,153,1,STR-2311-HCRBHW
1037975419728578799,The Beach House Toronto,73093237,Mohsin,,East End-Danforth,43.68886,-79.29443,Entire home/apt,175,2,23,2024-09-02,2.71,4,260,23,STR-2304-GHGBHS
1038291888937739815,Private Basement Suite w/ 2 Beds plus in Toronto,381848905,An Nam,,Brookhaven-Amesbury,43.6977915,-79.4818794,Private room,115,2,35,2024-08-21,4.10,1,301,35,STR-2307-FPTHHQ
1038357864418230592,2 Storey Trinity Bellwoods Loft,6271916,David,,Trinity-Bellwoods,43.65012,-79.41661,Entire home/apt,,28,0,,,2,34,0,
1038442819272748052,Luxury Penthouse Downtown (Pool/Hot Tub/Parking),510695929,Jad Anwar,,Waterfront Communities-The Island,43.6431,-79.39037,Entire home/apt,959,2,25,2024-08-24,2.87,1,115,25,STR-2210-HRZXVL
1038472949776411140,Luxury Master bedroom in a two bedroom condo,7207934,Vitaliy,,Waterfront Communities-The Island,43.64272632692456,-79.39120486087907,Private room,65,28,2,2024-03-28,0.32,6,226,2,
1038490178923417970,CN Tower & Lakeview 2-bdrm Condo,83920353,Elizaveta,,Niagara,43.639153134717944,-79.40879885405501,Entire home/apt,,3,9,2024-07-04,1.44,1,0,9,STR-2311-HRYHHY
1038548539462066367,Cozy Room,471902440,Trang,,Downsview-Roding-CFB,43.72523514828498,-79.48924328918189,Private room,40,28,0,,,8,152,0,
1038552840049679235,"Cozy Basement Apt, Yonge and Sheppard subway",414622446,Samila,,Lansing-Westgate,43.75763,-79.41975,Entire home/apt,76,28,0,,,1,186,0,
1038555777642157087,"Cozy condo , downtown Toronto",206780470,Marwen,,Moss Park,43.6539,-79.36737,Entire home/apt,300,2,2,2024-07-31,0.32,1,263,2,STR-2312-GWFHHV
1038593325406309816,Centrally Located Haven,549319273,Santiago,,North St.James Town,43.67067,-79.37951,Entire home/apt,101,4,3,2024-08-18,1.34,1,10,3,STR-2405-GVKKVV
1038599939630427259,Toronto Gem: 1BR Oasis | Shared Spaces,383057008,Parvathi Ananth,,Woburn,43.74861,-79.22676,Private room,,29,1,2024-02-29,0.16,3,0,1,
1038622191522161212,Modern Toronto 1BR Gem: Shared,383057008,Parvathi Ananth,,Woburn,43.74862,-79.22704,Private room,,364,1,2024-03-03,0.16,3,0,1,
1038627305428255571,Luxury bedroom with washroom,7207934,Vitaliy,,Waterfront Communities-The Island,43.64269955327901,-79.39225493768919,Private room,55,28,3,2024-05-01,0.39,6,96,3,
1038628195087270243,brand new 2BR+2Bath condo in downtown Toronto,51661717,Chris,,Waterfront Communities-The Island,43.6484667989089,-79.39275233370738,Entire home/apt,200,28,0,,,1,87,0,
1038637182218920446,Toronto Trio: 1BR Triple Retreat,383057008,Parvathi Ananth,,Woburn,43.74759073361265,-79.22678029290452,Private room,48,29,1,2024-09-01,1,3,203,1,
1038643181744349317,City & Lake View at level 48+1 Underground Parking,248627754,Meisam,,Waterfront Communities-The Island,43.63902286687062,-79.39706651957397,Entire home/apt,301,1,32,2024-08-28,4.05,1,18,32,STR-2312-JFVXVZ
1038774196908479620,Toronto Vacation CN Tower Love /RogersCenter/Train,79337978,Lu,,Waterfront Communities-The Island,43.6417442,-79.3819559,Entire home/apt,228,2,24,2024-08-16,2.65,17,4,24,STR-2311-HZFHHZ
1038798660940599581,Urban Watch Suite in DT Toronto w/ King Bed,549023517,Xiaochun,,Bay Street Corridor,43.6647727,-79.3869867,Entire home/apt,362,2,17,2024-08-12,1.98,1,137,17,STR-2311-GKVVHT
1039038397360163092,The Best Western - A Western Themed Getaway,14937280,Sharon,,Kensington-Chinatown,43.65592,-79.4017,Entire home/apt,228,2,40,2024-09-05,4.36,1,135,40,STR-2110-JCTHHM
1039044514985163888,Spacious 5 Bedroom/3 Bath Home,84368171,Gurtej,,Clanton Park,43.74159,-79.44936,Entire home/apt,356,2,18,2024-07-31,2.27,1,339,18,STR-2303-GJXVHS
1039062375218700134,Cozy 3 BR Close to Park & 401,549353405,Xiuying,,Bendale,43.76052,-79.25347,Entire home/apt,198,3,10,2024-08-23,1.62,1,196,10,STR-2308-HSCVHY
1039066442065027922,Modern & Refined,66356857,Muhammad,,Thistletown-Beaumond Heights,43.73713837263271,-79.57436724203053,Entire home/apt,240,2,14,2024-08-26,1.59,4,18,14,STR-2310-JFQXVZ
